date,open,high,low,close,adj_close,volume
2025-06-02,149.38751076465255,149.53689827541717,149.18520930516945,149.33454384901847,149.33454384901847,1732465
2025-06-03,149.90100328592018,150.05090428920607,149.72465319107758,149.87452771879637,149.87452771879637,1096561
2025-06-04,150.32212027567616,150.47244239595182,150.1367657071157,150.28705275987556,150.28705275987556,2505888
2025-06-05,150.10845917084524,150.25856763001607,149.63450340675442,149.78428769444886,149.78428769444886,1661441
2025-06-06,150.37378725557826,150.52416104283384,150.1197773520323,150.27004739943172,150.27004739943172,1635286
2025-06-09,149.2303883264322,149.94385381906633,149.08115793810578,149.79405975930703,149.79405975930703,2433285
2025-06-10,150.73369498057716,150.88442867555773,150.39897015928838,150.54951967896736,150.54951967896736,2155535
2025-06-11,150.66608216215585,150.9018177180576,150.51541607999368,150.7510666514062,150.7510666514062,1183070
2025-06-12,150.0660586951854,150.30375598260034,149.91599263649022,150.15360238022012,150.15360238022012,1372790
2025-06-13,151.83842548666323,151.99026391214989,151.2294255432066,151.38080634955614,151.38080634955614,2232322
2025-06-16,151.47601386606496,151.627489879931,151.13277815092823,151.28406221314137,151.28406221314137,1560433
2025-06-17,151.5936637609355,151.9127550536192,151.44207009717456,151.76099405955966,151.76099405955966,1397879
2025-06-18,151.7299014164532,151.9458424016654,151.57817151503676,151.7940483533121,151.7940483533121,2927023
2025-06-19,150.3115963658774,150.65716858309838,150.16128476951152,150.50666192117723,150.50666192117723,1901982
2025-06-20,150.24018853608743,150.68293162973842,150.08994834755134,150.53239923050793,150.53239923050793,2850953
2025-06-23,150.35518379364586,150.5055389774395,150.07649721945575,150.22672394339915,150.22672394339915,2531617
2025-06-24,151.66286631426775,151.81452918058199,151.18948962182503,151.34083045227732,151.34083045227732,2880780
2025-06-25,151.06711637802402,151.4000158050523,150.916049261646,151.2487670380143,151.2487670380143,2688968
2025-06-26,151.1290972915379,151.28022638882942,150.86311711709143,151.01413124833977,151.01413124833977,1024980
2025-06-27,151.5759024158537,152.00766918150498,151.42432651343785,151.85581336813686,151.85581336813686,2163915
2025-06-30,151.1377435652307,151.7274818310781,150.98660582166545,151.57590592515297,151.57590592515297,1918307
2025-07-01,151.89971901611156,152.05161873512765,151.6643776306889,151.81619382451342,151.81619382451342,1469626
2025-07-02,151.13148534006487,151.43220139618901,150.9803538547248,151.28092047571332,151.28092047571332,1327872
2025-07-03,152.06397514689053,152.21603912203742,151.71518019771395,151.8670472449589,151.8670472449589,2914427
2025-07-04,151.99406802502605,152.1510436187714,151.84207395700102,151.99904457419723,151.99904457419723,1790198
2025-07-07,152.36447028711942,152.5168347574065,151.9823884909649,152.13452301397888,152.13452301397888,1603054
2025-07-08,151.60433024898506,151.76521285208727,151.4527259187361,151.61359925283446,151.61359925283446,1398286
2025-07-09,151.8540954932152,152.40326904259732,151.702241397722,152.25101802457277,152.25101802457277,2285983
2025-07-10,152.92126606425455,153.32685371159965,152.7683447981903,153.1736800315681,153.1736800315681,1191092
2025-07-11,151.0389839823782,151.24242425064838,150.88794499839582,151.09133291773068,151.09133291773068,1676914
2025-07-14,152.12231777119308,152.7411675246407,151.9701954534219,152.58857894569502,152.58857894569502,1278612
2025-07-15,152.2905962087504,152.44288680495913,151.9407399639022,152.0928327966989,152.0928327966989,2785329
2025-07-16,152.0222493034034,152.1742715527068,151.86435295613836,152.0163693254638,152.0163693254638,1859335
2025-07-17,152.5872574972272,152.7398447547244,152.0183597284354,152.1705302586941,152.1705302586941,2006865
2025-07-18,151.82857852707872,152.62096376888059,151.67674994855165,152.468495273607,152.468495273607,1456911
2025-07-21,151.60176884278565,152.5711312740897,151.45016707394285,152.4187125615282,152.4187125615282,1280234
2025-07-22,153.73533928361067,153.88907462289427,153.4915796285831,153.64522485343656,153.64522485343656,2479580
2025-07-23,153.02534757061633,153.17837291818694,152.80650607161047,152.95946553714762,152.95946553714762,1006257
2025-07-24,152.55836791054483,153.12057555980147,152.40580954263427,152.96760795184963,152.96760795184963,1480941
2025-07-25,152.62077085410283,152.77339162495693,152.28064186010667,152.4330749350417,152.4330749350417,2848926
2025-07-28,152.25917498290815,152.41143415789105,151.7969153407865,151.9488642049915,151.9488642049915,1846133
2025-07-29,152.83470317868878,152.98753788186747,152.4010193786627,152.5535729516143,152.5535729516143,1565215
2025-07-30,151.48465635925288,152.1553893277649,151.33317170289362,152.0033859418231,152.0033859418231,1448285
2025-07-31,153.65072677613432,153.82520797478878,153.49707604935818,153.67153643835044,153.67153643835044,2555359
2025-08-01,153.4574316348325,153.82314500099451,153.30397420319767,153.66947552546907,153.66947552546907,2616245
2025-08-04,152.84148905930977,153.33165252850355,152.68864757025045,153.1784740544491,153.1784740544491,1018314
2025-08-05,153.86269888016227,154.28433038868985,153.7088361812821,154.13020018850136,154.13020018850136,2945038
2025-08-06,154.191481835021,154.4410215146215,154.03729035318597,154.28673477984168,154.28673477984168,1547374
2025-08-07,153.4001044156061,153.677394719297,153.2467043111905,153.52387084844858,153.52387084844858,2240102
