date,open,high,low,close,adj_close,volume
2025-06-02,320.3656340867529,320.6859997208396,319.40309071929084,319.7228135328237,319.7228135328237,2928731
2025-06-03,318.67887701154234,320.05991874113397,318.3601981345308,319.74017856257143,319.74017856257143,2742709
2025-06-04,321.6245351409371,321.946159676078,320.12899626543657,320.44944571114775,320.44944571114775,1196998
2025-06-05,322.2995207455635,322.621820266309,320.33303807541176,320.65369176717894,320.65369176717894,2184731
2025-06-06,321.3199858282897,321.64130581411797,320.1227149282936,320.44315808638,320.44315808638,2578052
2025-06-09,321.55163270266,322.0026818132786,321.23008106995735,321.6810008124662,321.6810008124662,2436592
2025-06-10,321.54249278361635,321.86403527639993,320.89919780899857,321.22041822722576,321.22041822722576,1427480
2025-06-11,320.86847699785113,321.18934547484895,320.4600241704388,320.78080497541424,320.78080497541424,1491084
2025-06-12,321.9973235753397,322.319320898915,321.3774424741929,321.6991416158087,321.6991416158087,1154837
2025-06-13,321.5704590365087,321.89202949554516,320.4847826037092,320.8055881919011,320.8055881919011,2200403
2025-06-16,322.4008134346866,322.7232142481212,321.16788723609665,321.48937661270935,321.48937661270935,1800850
2025-06-17,322.81858967382436,323.14140826349814,321.8197809091834,322.14192283201544,322.14192283201544,1437582
2025-06-18,321.8349212071818,322.15675612838896,321.1960954067511,321.51761301977086,321.51761301977086,1041957
2025-06-19,322.00248057004035,322.32448305061035,321.3145759626523,321.63621217482716,321.63621217482716,1553248
2025-06-20,323.0361200296546,323.3591561496842,322.0043484681361,322.3266751432794,322.3266751432794,2519879
2025-06-23,322.5537776309514,323.11763372458563,322.23122385332044,322.79483888569996,322.79483888569996,2709449
2025-06-24,322.26794075095995,322.59020869171087,321.8638366060615,322.1860226286902,322.1860226286902,2771371
2025-06-25,324.88232481945795,325.2072071442774,322.8543295360233,323.1775070430663,323.1775070430663,2764567
2025-06-26,323.9888921963169,324.31288108851317,322.97029602650133,323.29358961611746,323.29358961611746,2321459
2025-06-27,322.65854666725465,323.25814440883227,322.3358881205874,322.93520919963265,322.93520919963265,2975458
2025-06-30,322.9108748233897,323.4770001870087,322.5879639485663,323.15384634066805,323.15384634066805,1265818
2025-07-01,324.08661578348233,324.4107023992658,322.94319984480984,323.26646631112095,323.26646631112095,2065457
2025-07-02,322.7470508968527,323.1917838202066,322.4243038459559,322.8689149053013,322.8689149053013,1541279
2025-07-03,322.59415359102184,323.38141923155666,322.2715594374308,323.058360870686,323.058360870686,2458652
2025-07-04,325.6754733054905,326.001148778796,324.19347640467845,324.5179943990775,324.5179943990775,2828935
2025-07-07,324.18367155030853,324.5078552218588,323.4306854511201,323.7544398910111,323.7544398910111,1949237
2025-07-08,323.8337680321032,324.2053417811422,323.5099342640711,323.8814603208214,323.8814603208214,1757236
2025-07-09,325.2123902616532,325.5376026519148,324.6273595313628,324.952311843206,324.952311843206,1838278
2025-07-10,324.92577750610377,325.35832236873125,324.60085172859766,325.03328907965164,325.03328907965164,1296502
2025-07-11,325.59199882476145,325.9175908235862,323.98159415300825,324.3059000530613,324.3059000530613,2146538
2025-07-14,325.4542536706462,325.7797079243168,324.3853889058856,324.7100990048905,324.7100990048905,1360993
2025-07-15,324.5148594482889,324.9457958249781,324.1903445888406,324.6211746503278,324.6211746503278,1011058
2025-07-16,324.2623833466092,325.38769275980917,323.93812096326263,325.0626301296795,325.0626301296795,1674972
2025-07-17,325.0830493777295,326.39540705840244,324.75796632835176,326.0693377206818,326.0693377206818,1669355
2025-07-18,326.2689781356959,326.59524711383153,325.71503610293746,326.04107718011755,326.04107718011755,1709049
2025-07-21,326.545018374708,326.8715633930826,325.2462769239112,325.5718487726839,325.5718487726839,1240835
2025-07-22,325.54889282496026,326.72908369035645,325.2233439321353,326.40268100934713,326.40268100934713,1739862
2025-07-23,325.3303550823505,326.2805941048667,325.0050247272681,325.9546394654013,325.9546394654013,2347863
2025-07-24,324.9939055305216,325.9227496904944,324.6689116249911,325.5971525379565,325.5971525379565,1928340
2025-07-25,325.16027374824847,326.20993879785954,324.83511347450025,325.88405474311645,325.88405474311645,1176503
2025-07-28,324.64204370557286,326.30480661896826,324.3174016618673,325.97882779117714,325.97882779117714,1946311
2025-07-29,327.42805331046816,327.7554813637786,326.21303193960705,326.53957151111814,326.53957151111814,2191577
2025-07-30,326.7433113614651,327.07005467282653,326.29274295585446,326.61936231817265,326.61936231817265,1032444
2025-07-31,326.4065840002867,326.732990584287,325.9167664705389,326.24300948001894,326.24300948001894,2142429
2025-08-01,327.3811155398748,327.70849665541465,325.9762022214639,326.3025047261901,326.3025047261901,1628293
2025-08-04,326.973509007513,327.30048251652045,326.29012810902765,326.6167448538815,326.6167448538815,2158488
